lane,sequence,spend,start_unix_ns,fast_us,wallet_ready_us,final_proof_us,credit_closed_us,proof_queue_us,credit_queue_us,error
3,14,f815a18f9fb48a78aeb5937e6018b97355b99711b196364419e3b39350e558a3,1789722264931249000,109100,155349,5659746,8305164,4424685,7836764,
4,14,63a8c8989e35a75a378bf85a59560d75c818eba5912ee75b703d597e264dce02,1789722264931260000,108917,198313,5660081,8048359,4382544,7849534,
0,14,8dd400dcbc616cc25bdc5b01167a9f02a3521911c6e9ee9f5a2e2aecdecd5227,1789722264931425000,108801,155144,5594442,8133131,4424344,7776519,
1,14,c9fae318da0fb59334cf8477af10e00501f9d7ff35bdfb0fb656900627e9eeaa,1789722264970784000,102684,158943,4544831,8210053,4382585,7849892,
6,13,8516b594db6ca03f26874224f3b865d08d4895b95a681ec15a45769c57471098,1789722265007820000,202695,385796,4509960,8130311,4120933,7643158,
7,14,6fd3af9fa3dd8309e68875d22b7a6cd75060e6200447f8560fc267d49f0f3b1f,1789722265130077000,95398,150514,4385923,7905531,4232115,7751648,
0,15,b1005c85a9f4b501f13e914bb92d25a8e84f553583102b16969a7c1469c1e62c,1789722265179952000,240213,304638,5411180,8170589,4030366,7564710,
3,15,287f9bc38909351d5e85677ededeeb42d236a534c1697e49107784e11673d0bd,1789722265180083000,107737,213530,5410925,7856692,4120649,7642646,
2,14,831f37fdca7beedec5e8640f4dd861bb6b5966330e08f1da79ba9eef67dda440,1789722265202776000,85041,157853,4313913,7833482,4152656,7674982,
1,15,f6b57b6d446da1ded43cbc67e364c96d234629a23cfdc79a7e9189fb3b881bd6,1789722265242849000,177848,241764,4275298,7822200,4030824,7579946,
4,15,61bccbeb1882a6c7b494fc5d8c80a4da6f9096916a696d993ae868c5d8f1186f,1789722265242871000,177347,241717,5347948,7806430,4030180,7564093,
7,15,d604a892fdc9f0e5707e6cfedd269057b013b610082eede4d21fc3fffd289d0c,1789722265361076000,185815,227526,5230446,8006002,3927206,7476940,
5,14,417eb22cbb5d7be88d9398068299c2c6becb27436c5111ffe4287e34d12c4258,1789722265420457000,126143,152133,5170777,7645085,3943029,7492461,
2,15,60c4bd1688b4ba5aa9dbace68b87324350cd8ef7c313d18eedb4f6d92a4ed6db,1789722265480781000,165405,200821,4038232,7593863,3835089,7392541,
6,14,a5cfd35d351024edfc1d32fa49e63bc00549a056b0be9e165371586e65090a68,1789722265484826000,62159,134854,4033502,7589316,3896324,7453778,
5,15,3cd6a4e00603009510a81583fa6d322aecf0fe14b1107fe183d957aa5fe0495e,1789722265663179000,205220,339495,4928250,7412404,3515476,7072443,
6,15,12e5ecf3e1f664595689262c79198600116e179665e77d2d7e18ee9a140554e6,1789722265694861000,138317,191791,3825301,7380257,3631134,7187994,
