Second,Sent,Ready,Public,Closed,Pending
62,30989,30988,30657,30657,332
63,31489,31487,31149,31149,340
64,31989,31988,31640,31640,349
65,32489,32488,32141,32141,348
66,32989,32988,32637,32637,352
67,33488,33487,33130,33130,358
68,33987,33986,33623,33623,364
69,34487,34486,34118,34118,369
70,34987,34986,34617,34617,370
71,35487,35486,35108,35108,379
72,35987,35984,35603,35603,384
73,36487,36486,36097,36097,390
74,36987,36986,36605,36605,382
75,37487,37486,37110,37110,377
76,37985,37984,37610,37610,375
77,38484,38481,38102,38102,382
78,38984,38983,38756,38590,394
79,39484,39483,39247,39247,237
80,39984,39983,39736,39736,248
81,40484,40483,40225,40225,259
82,40984,40983,40715,40715,269
83,41483,41482,41209,41209,274
84,41983,41982,41711,41711,272
85,42483,42482,42199,42199,284
86,42983,42982,42698,42698,285
87,43483,43482,43193,43193,290
88,43983,43982,43684,43684,299
89,44483,44482,44170,44170,313
90,44983,44983,44661,44661,322
91,45483,45483,45159,45159,324
92,45983,45982,45653,45653,330
93,46480,46480,46153,46153,327
94,46980,46980,46637,46637,343
95,47480,47476,47134,47134,346
96,47980,47979,47628,47628,352
97,48480,48480,48123,48123,357
98,48980,48980,48621,48621,359
99,49480,49480,49121,49121,359
100,49980,49980,49624,49624,356
101,50479,50479,50114,50114,365
102,50978,50978,50609,50609,369
103,51478,51477,51100,51100,378
104,51975,51972,51594,51594,381
105,52475,52472,52089,52089,386
106,52975,52975,52741,52741,234
107,53474,53474,53236,53071,403
108,53974,53974,53727,53727,247
109,54474,54474,54221,54221,253
110,54969,54969,54702,54702,267
111,55467,55467,55196,55196,271
112,55967,55967,55690,55690,277
113,56467,56467,56176,56176,291
114,56967,56967,56672,56672,295
115,57467,57467,57174,57174,293
116,57966,57966,57674,57674,292
117,58466,58466,58174,58174,292
118,58966,58966,58663,58663,303
119,59463,59463,59157,59157,306
120,59960,59960,59658,59658,302
121,60460,60460,60140,60140,320
122,60960,60960,60633,60633,327
123,61459,61459,61126,61126,333
124,61959,61959,61618,61618,341
125,62459,62457,62109,62109,350
126,62959,62959,62605,62605,354
127,63459,63459,63094,63094,365
128,63959,63959,63586,63586,373
129,64459,64459,64077,64077,382
130,64954,64951,64575,64575,379
131,65454,65451,65065,65065,389
132,65954,65952,65561,65561,393
133,66454,66453,66061,66061,393
134,66954,66951,66572,66572,382
135,67454,67451,67066,67066,388
136,67952,67949,67564,67564,388
137,68452,68449,68062,68062,390
138,68952,68951,68567,68567,385
139,69452,69449,69066,69066,386
140,69952,69949,69563,69563,389
141,70452,70449,70061,70061,391
142,70952,70952,70721,70721,231
143,71452,71452,71213,71213,239
144,71950,71950,71699,71699,251
145,72449,72449,72189,72189,260
146,72949,72949,72672,72672,277
147,73449,73449,73165,73165,284
148,73949,73949,73647,73647,302
149,74449,74449,74137,74137,312
150,74949,74949,74623,74623,326
151,75449,75449,75112,75112,337
152,75948,75942,75607,75607,341
153,76448,76448,76101,76101,347
154,76948,76948,76578,76578,370
155,77448,77448,77081,77081,367
156,77948,77945,77573,77573,375
157,78448,78448,78063,78063,385
158,78948,78948,78725,78561,387
159,79448,79448,79209,79046,402
160,79945,79945,79699,79699,246
161,80445,80445,80187,80187,258
162,80945,80945,80685,80685,260
163,81444,81443,81175,81012,432
164,81944,81944,81710,81544,400
165,82444,82444,82211,82211,233
166,82944,82944,82702,82702,242
167,83444,83444,83192,83192,252
168,83943,83943,83687,83687,256
169,84443,84443,84175,84175,268
170,84942,84942,84670,84670,272
171,85442,85442,85162,85162,280
172,85942,85942,85653,85653,289
173,86440,86440,86142,86142,298
174,86940,86940,86636,86636,304
175,87441,87440,87124,87124,317
176,87941,87940,87612,87612,329
177,88440,88440,88100,88100,340
178,88940,88935,88588,88588,352
179,89440,89439,89088,89088,352
180,89940,89939,89581,89581,359
181,90440,90439,90073,90073,367
182,90939,90935,90558,90558,381
183,91439,91438,91211,91211,228
184,91939,91938,91701,91539,400
185,92439,92438,92201,92035,404
186,92935,92934,92693,92693,242
187,93431,93430,93184,93184,247
188,93931,93930,93669,93669,262
189,94431,94430,94159,94159,272
190,94931,94930,94663,94663,268
191,95431,95430,95148,95148,283
192,95931,95930,95642,95642,289
193,96431,96430,96135,96135,296
194,96931,96930,96628,96628,303
195,97431,97430,97107,97107,324
196,97931,97930,97602,97602,329
197,98426,98425,98090,98090,336
198,98926,98925,98585,98585,341
199,99425,99424,99073,99073,352
200,99925,99924,99565,99565,360
201,100423,100422,100048,100048,375
202,100923,100922,100542,100542,381
203,101423,101422,101037,101037,386
204,101921,101920,101538,101538,383
205,102420,102420,102035,102035,385
206,102920,102918,102534,102534,386
207,103421,103417,103194,103030,391
208,103921,103920,103683,103683,238
209,104421,104420,104179,104179,242
210,104921,104920,104673,104673,248
211,105420,105419,105166,105166,254
212,105916,105915,105657,105657,259
213,106416,106415,106155,106155,261
214,106915,106914,106640,106640,275
215,107415,107414,107133,107133,282
216,107915,107914,107625,107625,290
217,108412,108411,108139,108139,273
218,108912,108911,108637,108637,275
219,109412,109411,109131,109131,281
220,109912,109911,109612,109612,300
221,110412,110411,110113,110113,299
222,110912,110911,110600,110600,312
223,111381,111380,111082,111082,299
224,111881,111880,111544,111544,337
225,112381,112380,112041,112041,340
226,112881,112880,112530,112530,351
227,113381,113380,113021,113021,360
228,113876,113875,113513,113513,363
229,114369,114368,113992,113992,377
230,114869,114865,114487,114487,382
231,115369,115365,114973,114973,396
232,115869,115868,115635,115635,234
233,116368,116367,116134,115967,401
234,116868,116867,116633,116514,354
235,117367,117366,117117,117117,250
236,117867,117866,117607,117607,260
237,118365,118364,118101,118101,264
238,118865,118864,118588,118588,277
239,119364,119363,119083,119083,281
240,119861,119860,119572,119572,289
241,120359,120358,120067,120067,292
242,120859,120858,120560,120560,299
243,121356,121355,121059,121059,297
244,121856,121856,121552,121552,304
245,122356,122355,122046,122046,310
246,122853,122852,122543,122543,310
247,123353,123352,123043,123043,310
248,123853,123853,123544,123544,309
249,124353,124353,124035,124035,318
250,124853,124853,124521,124521,332
251,125353,125353,125024,125024,329
252,125852,125850,125517,125517,335
253,126352,126349,125999,125999,353
254,126852,126845,126501,126501,351
255,127352,127352,127003,127003,349
256,127852,127852,127493,127493,359
257,128352,128352,127992,127992,360
258,128852,128852,128494,128494,358
259,129352,129352,128987,128987,365
260,129852,129852,129496,129496,356
261,130352,130352,129996,129996,356
262,130851,130851,130491,130491,360
263,131351,131351,130983,130983,368
264,131848,131848,131487,131487,361
265,132348,132348,131982,131982,366
266,132848,132848,132475,132475,373
267,133348,133348,132973,132973,375
268,133848,133845,133466,133466,382
269,134348,134348,134113,134113,235
270,134848,134848,134596,134596,252
271,135348,135348,135087,135087,261
272,135848,135848,135579,135579,269
273,136348,136348,136077,136077,271
274,136843,136843,136574,136574,269
275,137343,137343,137061,137061,282
276,137839,137839,137554,137554,285
277,138335,138335,138043,138043,292
278,138835,138835,138527,138527,308
279,139335,139335,139022,139022,313
280,139835,139835,139511,139511,324
281,140335,140331,139996,139996,339
282,140835,140835,140476,140476,359
283,141335,141335,140971,140971,364
284,141835,141835,141460,141460,375
285,142335,142335,141960,141960,375
286,142835,142835,142459,142459,376
287,143334,143330,142956,142956,378
288,143834,143833,143609,143441,393
289,144334,144334,144088,143927,407
290,144834,144834,144595,144427,407
291,145330,145330,145083,145083,247
292,145830,145830,145574,145574,256
293,146326,146326,146075,146075,251
294,146826,146826,146572,146572,254
295,147326,147326,147064,147064,262
296,147826,147826,147556,147556,270
297,148326,148326,148058,148058,268
298,148826,148826,148548,148548,278
299,149326,149326,149048,149048,278
300,149824,149824,149534,149534,290
301,149824,149824,149824,149824,0
