label,second,sent,ready,public,all_members,active_members,public_pending,all_member_pending,active_member_pending,oldest_public_s,ready_p95_ms
v5-A0-r2,49,9801,9800,9681,9681,9681,120,119,119,0.595653,4.04125
v5-A0-r2,50,10001,10000,9877,9877,9877,124,123,123,0.615721,4.07575
v5-A0-r2,51,10201,10200,10071,10071,10071,130,129,129,0.644948,4.053584
v5-A0-r2,52,10401,10400,10270,10270,10270,131,130,130,0.65088,4.07575
v5-A0-r2,53,10601,10600,10461,10461,10461,140,139,139,0.695,4.148875
v5-A0-r2,54,10801,10800,10658,10658,10658,143,142,142,0.710802,4.098542
v5-A0-r2,55,11001,11000,10855,10855,10855,146,145,145,0.725547,4.171208
v5-A0-r2,56,11201,11200,11048,11048,11048,153,152,152,0.760977,4.20275
v5-A0-r2,57,11401,11401,11304,11280,11280,97,121,121,0.481,4.268708
v5-A0-r2,58,11601,11601,11433,11458,11458,168,143,143,0.840911,4.271333
v5-A0-r2,59,11801,11801,11674,11651,11651,127,150,150,0.855029,4.286542
v5-A0-r2,60,12001,12000,11867,11895,11895,134,105,105,0.665883,4.271333
v5-A0-r2,61,12201,12200,12090,12051,12051,111,149,149,0.551095,4.276583
v5-A0-r2,62,12401,12401,12243,12283,12283,158,118,118,0.810084,4.282166
v5-A0-r2,63,12601,12600,12473,12473,12473,128,127,127,0.636085,4.247
v5-A0-r2,64,12801,12801,12673,12673,12673,128,128,128,0.635866,4.276583
v5-A0-r2,65,13001,13001,12870,12870,12870,131,131,131,0.650849,4.233291
v5-A0-r2,66,13201,13200,13065,13065,13065,136,135,135,0.676165,4.223125
v5-A0-r2,67,13401,13400,13259,13259,13259,142,141,141,0.70555,4.180792
v5-A0-r2,68,13601,13600,13456,13456,13456,145,144,144,0.720189,4.128625
v5-A0-r2,69,13801,13801,13651,13651,13651,150,150,150,0.746219,4.12025
v5-A0-r2,70,14001,14001,13845,13845,13845,156,156,156,0.780564,4.106125
v5-A0-r2,71,14201,14200,14039,14039,14039,162,161,161,0.811224,4.067791
v5-A0-r2,72,14401,14401,14237,14279,14279,164,122,122,0.820252,4.048042
v5-A0-r2,73,14601,14601,14494,14433,14433,107,168,168,0.531281,4.03925
v5-A0-r2,74,14801,14800,14629,14694,14694,172,106,106,0.856156,4.005667
v5-A0-r2,75,15001,15001,14882,14845,14845,119,156,156,0.590539,4.046625
v5-A0-r2,76,15201,15200,15088,15065,15065,113,135,135,0.56073,4.067791
v5-A0-r2,77,15401,15400,15281,15281,15281,120,119,119,0.596049,4.101875
v5-A0-r2,78,15601,15601,15475,15475,15475,126,126,126,0.630392,4.1215
v5-A0-r2,79,15801,15800,15668,15668,15668,133,132,132,0.660455,4.1215
v5-A0-r2,80,16001,16000,15867,15867,15867,134,133,133,0.665401,4.086625
v5-A0-r2,81,16201,16200,16063,16063,16063,138,137,137,0.691382,4.09175
v5-A0-r2,82,16401,16401,16255,16255,16255,146,146,146,0.730503,4.084583
v5-A0-r2,83,16601,16601,16448,16448,16448,153,153,153,0.761396,4.084583
v5-A0-r2,84,16801,16801,16642,16642,16642,159,159,159,0.796399,4.09175
v5-A0-r2,85,17001,17001,16839,16839,16839,162,162,162,0.805673,4.143375
v5-A0-r2,86,17201,17201,17100,17080,17080,101,121,121,0.820536,4.150667
v5-A0-r2,87,17401,17401,17272,17250,17250,129,151,151,0.641364,4.11775
v5-A0-r2,88,17601,17601,17434,17434,17434,167,167,167,0.831333,4.09175
v5-A0-r2,89,17801,17801,17695,17635,17635,106,166,166,0.526146,4.160583
v5-A0-r2,90,18001,18001,17863,17857,17857,138,144,144,0.736375,4.218667
v5-A0-r2,91,18201,18201,18089,18073,18073,112,128,128,0.855602,4.26725
v5-A0-r2,92,18401,18401,18276,18254,18254,125,147,147,0.891562,4.32825
v5-A0-r2,93,18601,18601,18481,18460,18460,120,141,141,0.595658,4.32825
v5-A0-r2,94,18801,18801,18652,18675,18675,149,126,126,0.74093,4.26725
v5-A0-r2,95,19001,19001,18873,18873,18873,128,128,128,0.636638,4.252
v5-A0-r2,96,19201,19201,19075,19075,19075,126,126,126,0.626256,4.224417
v5-A0-r2,97,19401,19400,19268,19268,19268,133,132,132,0.660667,4.255625
v5-A0-r2,98,19601,19600,19461,19461,19461,140,139,139,0.695684,4.173291
v5-A0-r2,99,19801,19800,19656,19656,19656,145,144,144,0.720707,4.134625
v5-A0-r2,100,20001,20000,19852,19852,19852,149,148,148,0.746734,4.112417
v5-A0-r2,101,20201,20200,20053,20053,20053,148,147,147,0.736615,4.055292
v5-A0-r2,102,20401,20401,20247,20247,20247,154,154,154,0.766755,4.112417
v5-A0-r2,103,20601,20601,20446,20446,20446,155,155,155,0.776684,4.072833
v5-A0-r2,104,20801,20801,20647,20647,20647,154,154,154,0.766761,4.072833
v5-A0-r2,105,21001,21001,20843,20843,20843,158,158,158,0.78682,4.096959
v5-A0-r2,106,21201,21201,21106,21038,21038,95,163,163,0.471819,4.101333
v5-A0-r2,107,21401,21401,21280,21255,21255,121,146,146,0.826836,4.012875
v5-A0-r2,108,21601,21601,21474,21434,21434,127,167,167,0.891483,4.096959
v5-A0-r2,109,21801,21801,21684,21684,21684,117,117,117,0.581785,4.152458
v5-A0-r2,110,22001,22001,21879,21879,21879,122,122,122,0.6059,4.152458
v5-A0-r2,111,22201,22201,22076,22076,22076,125,125,125,0.621917,4.178792
v5-A0-r2,112,22401,22401,22271,22271,22271,130,130,130,0.646793,4.022917
v5-A0-r2,113,22601,22600,22466,22466,22466,135,134,134,0.671023,4.101333
v5-A0-r2,114,22801,22800,22660,22660,22660,141,140,140,0.701661,4.202875
v5-A0-r2,115,23001,22999,22859,22859,22859,142,140,140,0.706932,4.241292
v5-A0-r2,116,23201,23200,23055,23055,23055,146,145,145,0.726755,4.249208
v5-A0-r2,117,23401,23400,23250,23250,23250,151,150,150,0.751734,4.33325
v5-A0-r2,118,23601,23601,23447,23447,23447,154,154,154,0.766939,4.369209
v5-A0-r2,119,23801,23801,23705,23641,23641,96,160,160,0.476929,4.293125
v5-A0-r2,120,24000,24000,23886,23846,23846,114,154,154,0.827016,4.257458
v5-A0-r2,121,24000,24000,24000,24000,24000,0,0,0,0,4.257917
v5-A0-r3,0,0,0,0,0,0,0,0,0,0,
v5-A0-r3,1,200,200,66,66,66,134,134,134,0.669804,4.775958
v5-A0-r3,2,401,400,261,261,261,140,139,139,0.694829,4.392875
v5-A0-r3,3,600,600,454,454,454,146,146,146,0.729636,4.392875
v5-A0-r3,4,801,800,650,650,650,151,150,150,0.754961,4.308
v5-A0-r3,5,1000,1000,849,849,849,151,151,151,0.754046,4.284625
v5-A0-r3,6,1200,1200,1046,1046,1046,154,154,154,0.769037,4.284625
v5-A0-r3,7,1401,1400,1246,1246,1246,155,154,154,0.769707,4.179084
v5-A0-r3,8,1601,1600,1442,1442,1442,159,158,158,0.789631,4.165667
v5-A0-r3,9,1800,1800,1703,1667,1667,97,133,133,0.489949,4.235458
v5-A0-r3,10,2000,2000,1836,1836,1836,164,164,164,0.825067,4.165667
v5-A0-r3,11,2201,2200,2099,2097,2097,102,103,103,0.504205,4.130625
v5-A0-r3,12,2401,2400,2293,2256,2256,108,144,144,0.534783,4.063209
v5-A0-r3,13,2600,2600,2470,2486,2486,130,114,114,0.650079,4.130625
v5-A0-r3,14,2801,2800,2640,2682,2682,161,118,118,0.88007,4.158167
v5-A0-r3,15,3001,3000,2880,2880,2880,121,120,120,0.605002,4.128417
v5-A0-r3,16,3200,3200,3075,3075,3075,125,125,125,0.625231,4.092709
v5-A0-r3,17,3400,3400,3270,3270,3270,130,130,130,0.654227,4.157541
v5-A0-r3,18,3601,3600,3468,3468,3468,133,132,132,0.665164,4.128417
v5-A0-r3,19,3800,3800,3669,3669,3669,131,131,131,0.654906,4.087458
v5-A0-r3,20,4001,4000,3863,3863,3863,138,137,137,0.68523,4.092709
v5-A0-r3,21,4201,4199,4059,4059,4059,142,140,140,0.705245,4.042084
v5-A0-r3,22,4401,4400,4257,4257,4257,144,143,143,0.719458,4.123166
v5-A0-r3,23,4601,4600,4451,4451,4451,150,149,149,0.745069,4.079125
v5-A0-r3,24,4801,4800,4648,4648,4648,153,152,152,0.76029,4.092709
v5-A0-r3,25,5001,5000,4895,4843,4843,106,157,157,0.525374,4.10175
v5-A0-r3,26,5201,5200,5039,5039,5039,162,161,161,0.805229,4.062166
v5-A0-r3,27,5401,5400,5238,5288,5288,163,112,112,0.810261,4.061125
v5-A0-r3,28,5601,5600,5501,5434,5434,100,166,166,0.494429,4.040875
v5-A0-r3,29,5801,5800,5697,5681,5681,104,119,119,0.514986,4.026667
v5-A0-r3,30,6001,6000,5877,5839,5839,124,161,161,0.615401,4.062166
v5-A0-r3,31,6201,6200,6044,6077,6077,157,123,123,0.905052,4.070625
v5-A0-r3,32,6401,6400,6280,6280,6280,121,120,120,0.600235,4.031625
v5-A0-r3,33,6601,6600,6473,6458,6458,128,142,142,0.635412,4.031625
v5-A0-r3,34,6801,6800,6668,6668,6668,133,132,132,0.664486,3.934625
v5-A0-r3,35,7001,6999,6867,6867,6867,134,132,132,0.665459,4.03025
v5-A0-r3,36,7201,7200,7062,7062,7062,139,138,138,0.690486,4.093917
v5-A0-r3,37,7401,7400,7256,7256,7256,145,144,144,0.719717,4.09425
v5-A0-r3,38,7601,7600,7453,7453,7453,148,147,147,0.734589,4.16125
v5-A0-r3,39,7801,7800,7649,7649,7649,152,151,151,0.754651,4.244209
v5-A0-r3,40,8001,8000,7849,7849,7849,152,151,151,0.755567,4.146333
v5-A0-r3,41,8201,8200,8099,8044,8044,102,156,156,0.504978,4.146333
v5-A0-r3,42,8401,8400,8238,8254,8254,163,146,146,0.810586,4.146333
v5-A0-r3,43,8601,8600,8436,8453,8453,165,147,147,0.820701,4.180084
v5-A0-r3,44,8801,8800,8679,8646,8646,122,154,154,0.860635,4.2815
v5-A0-r3,45,9001,9000,8891,8841,8841,110,159,159,0.54565,4.36825
v5-A0-r3,46,9201,9200,9062,9044,9044,139,156,156,0.69066,4.244209
v5-A0-r3,47,9401,9400,9282,9282,9282,119,118,118,0.590644,4.225917
v5-A0-r3,48,9601,9600,9475,9475,9475,126,125,125,0.62569,4.1825
v5-A0-r3,49,9801,9800,9671,9671,9671,130,129,129,0.64498,4.161833
v5-A0-r3,50,10001,10000,9868,9868,9868,133,132,132,0.66076,4.168125
v5-A0-r3,51,10201,10200,10063,10063,10063,138,137,137,0.685625,4.180084
v5-A0-r3,52,10401,10400,10263,10263,10263,138,137,137,0.685159,4.180084
v5-A0-r3,53,10601,10600,10451,10451,10451,150,149,149,0.750435,4.146042
v5-A0-r3,54,10801,10800,10644,10644,10644,157,156,156,0.780224,4.107333
v5-A0-r3,55,11001,11000,10910,10843,10843,91,157,157,0.450624,4.099708
v5-A0-r3,56,11201,11200,11041,11041,11041,160,159,159,0.795876,4.108166
v5-A0-r3,57,11401,11400,11272,11246,11246,129,154,154,0.820916,4.168125
v5-A0-r3,58,11601,11600,11474,11494,11494,127,106,106,0.850571,4.1835
v5-A0-r3,59,11801,11800,11689,11652,11652,112,148,148,0.555887,4.213959
v5-A0-r3,60,12001,12000,11850,11842,11842,151,158,158,0.865561,4.184291
v5-A0-r3,61,12201,12200,12086,12086,12086,115,114,114,0.570629,4.147792
v5-A0-r3,62,12401,12400,12246,12235,12235,155,165,165,0.770101,4.107333
v5-A0-r3,63,12601,12600,12473,12473,12473,128,127,127,0.640021,4.113584
v5-A0-r3,64,12801,12800,12669,12669,12669,132,131,131,0.655873,4.147792
v5-A0-r3,65,13001,13000,12861,12861,12861,140,139,139,0.695949,4.113584
v5-A0-r3,66,13201,13200,13056,13056,13056,145,144,144,0.721007,4.063083
v5-A0-r3,67,13401,13401,13251,13251,13251,150,150,150,0.745098,4.023708
v5-A0-r3,68,13601,13600,13506,13443,13443,95,157,157,0.476039,3.979875
v5-A0-r3,69,13801,13800,13635,13635,13635,166,165,165,0.826044,3.979875
v5-A0-r3,70,14001,14000,13889,13832,13832,112,168,168,0.556073,3.979875
v5-A0-r3,71,14201,14200,14055,14059,14059,146,141,141,0.815646,4.022125
v5-A0-r3,72,14401,14400,14291,14265,14265,110,135,135,0.545139,3.979875
v5-A0-r3,73,14601,14601,14451,14453,14453,150,148,148,0.856101,4.073666
v5-A0-r3,74,14801,14800,14683,14673,14673,118,127,127,0.585502,3.958041
v5-A0-r3,75,15001,15001,14867,14843,14843,134,158,158,0.666144,3.890708
v5-A0-r3,76,15201,15201,15074,15074,15074,127,127,127,0.631175,3.894667
v5-A0-r3,77,15401,15401,15270,15270,15270,131,131,131,0.651089,3.927459
v5-A0-r3,78,15601,15600,15467,15467,15467,134,133,133,0.665474,3.935875
v5-A0-r3,79,15801,15800,15662,15662,15662,139,138,138,0.691229,3.927459
v5-A0-r3,80,16001,16000,15854,15854,15854,147,146,146,0.730298,3.943917
v5-A0-r3,81,16201,16201,16050,16050,16050,151,151,151,0.751317,3.958041
