label,second,sent,ready,public,all_members,active_members,public_pending,all_member_pending,active_member_pending,oldest_public_s,ready_p95_ms
v5-A2-r3,18,3601,3600,3447,3447,3447,154,153,153,0.76522,4.125833
v5-A2-r3,19,3801,3800,3706,3639,3639,95,161,161,0.469501,4.214333
v5-A2-r3,20,4001,4000,3840,3840,3840,161,160,160,0.799956,4.214333
v5-A2-r3,21,4201,4200,4100,4036,4050,101,164,150,0.500088,4.125833
v5-A2-r3,22,4401,4400,4292,4239,4239,109,161,161,0.539345,4.229083
v5-A2-r3,23,4601,4600,4475,4433,4457,126,167,143,0.624933,4.154208
v5-A2-r3,24,4801,4800,4683,4683,4683,118,117,117,0.585092,4.154208
v5-A2-r3,25,5000,5000,4877,4851,4851,123,149,149,0.614384,4.23325
v5-A2-r3,26,5201,5200,5075,5075,5075,126,125,125,0.625309,4.147958
v5-A2-r3,27,5401,5400,5271,5271,5271,130,129,129,0.645233,4.203959
v5-A2-r3,28,5601,5600,5469,5469,5469,132,131,131,0.654506,4.213875
v5-A2-r3,29,5801,5800,5667,5667,5667,134,133,133,0.665395,4.199958
v5-A2-r3,30,6001,6000,5859,5859,5859,142,141,141,0.710441,4.23325
v5-A2-r3,31,6201,6200,6057,5926,6057,144,274,143,0.715044,4.239958
v5-A2-r3,32,6401,6400,6255,5926,6255,146,474,145,0.725416,4.231708
v5-A2-r3,33,6601,6600,6445,5926,6445,156,674,155,0.775176,4.237
v5-A2-r3,34,6801,6800,6640,5926,6640,161,874,160,0.800132,4.213875
v5-A2-r3,35,7001,7000,6900,5926,6837,101,1074,163,0.504719,4.207125
v5-A2-r3,36,7201,7200,7031,5926,7058,170,1274,142,0.845201,4.281292
v5-A2-r3,37,7401,7400,7293,5926,7233,108,1474,167,0.535548,4.281292
v5-A2-r3,38,7601,7600,7455,5926,7463,146,1674,137,0.725275,4.320292
v5-A2-r3,39,7801,7800,7684,5926,7664,117,1874,136,0.580603,4.441292
v5-A2-r3,40,8001,8000,7855,5926,7856,146,2074,144,0.725464,4.441292
v5-A2-r3,41,8201,8200,8078,5926,8078,123,2274,122,0.609989,4.462958
v5-A2-r3,42,8401,8400,8276,5926,8276,125,2474,124,0.620469,4.443833
v5-A2-r3,43,8601,8600,8474,5926,8474,127,2674,126,0.630043,4.462958
v5-A2-r3,44,8801,8800,8669,5926,8669,132,2874,131,0.655408,4.493042
v5-A2-r3,45,9001,9000,8864,5926,8864,137,3074,136,0.679761,4.462667
v5-A2-r3,46,9201,9200,9058,5926,9058,143,3274,142,0.714882,4.424375
v5-A2-r3,47,9401,9399,9252,5926,9252,149,3473,147,0.740162,4.462958
v5-A2-r3,48,9601,9600,9448,5926,9448,153,3674,152,0.760486,4.424375
v5-A2-r3,49,9801,9800,9645,5926,9645,156,3874,155,0.775683,4.338583
v5-A2-r3,50,10001,10000,9846,5926,9846,155,4074,154,0.770745,4.436
v5-A2-r3,51,10201,10200,10042,5926,10042,159,4274,158,0.790761,4.346416
v5-A2-r3,52,10401,10400,10304,5926,10239,97,4474,161,0.48081,4.459209
v5-A2-r3,53,10601,10600,10433,5926,10433,168,4674,167,0.834924,4.346416
v5-A2-r3,54,10801,10800,10695,5926,10643,106,4874,157,0.52549,4.459209
v5-A2-r3,55,11001,11000,10888,5926,10888,113,5074,112,0.560786,4.67875
v5-A2-r3,56,11201,11200,11054,5926,11047,147,5274,153,0.730774,4.71575
v5-A2-r3,57,11401,11400,11277,5926,11277,124,5474,123,0.615083,4.557125
v5-A2-r3,58,11601,11600,11475,5926,11475,126,5674,125,0.625936,4.67875
v5-A2-r3,59,11801,11800,11666,5926,11666,135,5874,134,0.67085,4.790084
v5-A2-r3,60,12001,12000,11862,5926,11862,139,6074,138,0.69087,4.827959
v5-A2-r3,61,12201,12200,12056,5927,12056,145,6273,144,0.720884,4.817459
v5-A2-r3,62,12401,12400,12250,7079,12250,151,5321,150,0.750894,4.711041
v5-A2-r3,63,12601,12600,12445,8359,12445,156,4241,155,0.776,4.699584
v5-A2-r3,64,12801,12800,12642,9639,12642,159,3161,158,0.790014,4.57475
v5-A2-r3,65,13001,13000,12892,10919,12838,109,2081,162,0.54027,4.399333
v5-A2-r3,66,13201,13201,13035,12199,13035,166,1002,166,0.825709,4.266959
v5-A2-r3,67,13401,13400,13296,13253,13253,105,147,147,0.525744,4.317208
v5-A2-r3,68,13601,13601,13476,13461,13461,125,140,140,0.660907,4.255916
v5-A2-r3,69,13801,13800,13686,13642,13677,115,158,123,0.570078,4.146375
v5-A2-r3,70,14001,14001,13881,13878,13878,120,123,123,0.59516,4.027375
v5-A2-r3,71,14201,14201,14075,14075,14075,126,126,126,0.626099,3.9795
v5-A2-r3,72,14401,14400,14269,14269,14269,132,131,131,0.656164,4.027375
v5-A2-r3,73,14601,14600,14465,14465,14465,136,135,135,0.675746,4.068417
v5-A2-r3,74,14801,14800,14666,14666,14666,135,134,134,0.671155,4.116583
v5-A2-r3,75,15001,15000,14859,14859,14859,142,141,141,0.710364,4.068417
v5-A2-r3,76,15201,15201,15057,15057,15057,144,144,144,0.715805,4.137375
v5-A2-r3,77,15401,15400,15253,15253,15253,148,147,147,0.741228,4.116583
v5-A2-r3,78,15601,15601,15502,15452,15452,99,149,149,0.491069,4.093125
v5-A2-r3,79,15801,15801,15644,15644,15644,157,157,157,0.785889,4.137375
v5-A2-r3,80,16001,16001,15847,15847,15847,154,154,154,0.766282,4.177292
v5-A2-r3,81,16201,16200,16044,16044,16044,157,156,156,0.781214,4.238833
v5-A2-r3,82,16401,16401,16242,16242,16242,159,159,159,0.791182,4.202041
v5-A2-r3,83,16601,16600,16501,16466,16481,100,134,119,0.496155,4.051458
v5-A2-r3,84,16801,16801,16666,16633,16633,135,168,168,0.716316,4.090166
v5-A2-r3,85,17001,17001,16830,16856,16858,171,145,143,0.851385,4.042667
v5-A2-r3,86,17201,17201,17085,17035,17068,116,166,133,0.576386,4.011709
v5-A2-r3,87,17401,17401,17286,17228,17228,115,173,173,0.571088,4.051458
v5-A2-r3,88,17601,17601,17486,17477,17477,115,124,124,0.570946,4.090166
v5-A2-r3,89,17801,17801,17657,17657,17657,144,144,144,0.716438,4.186041
v5-A2-r3,90,18001,18001,17881,17844,17864,120,157,137,0.601391,4.088917
v5-A2-r3,91,18201,18201,18079,18065,18065,122,136,136,0.605776,4.077208
v5-A2-r3,92,18401,18401,18275,18275,18275,126,126,126,0.630475,4.110708
v5-A2-r3,93,18601,18601,18471,18471,18471,130,130,130,0.645508,4.223917
v5-A2-r3,94,18801,18801,18669,18669,18669,132,132,132,0.656443,4.223917
v5-A2-r3,95,19001,19000,18863,18863,18863,138,137,137,0.68653,4.339375
v5-A2-r3,96,19201,19200,19058,19058,19058,143,142,142,0.711045,4.38225
v5-A2-r3,97,19401,19399,19254,19254,19254,147,145,145,0.730862,4.45625
v5-A2-r3,98,19601,19600,19453,19453,19453,148,147,147,0.740831,4.4305
v5-A2-r3,99,19801,19801,19650,19650,19650,151,151,151,0.75139,4.347041
v5-A2-r3,100,20001,20001,19906,19842,19842,95,159,159,0.471597,4.404875
v5-A2-r3,101,20201,20201,20037,20037,20037,164,164,164,0.815856,4.431208
v5-A2-r3,102,20401,20401,20295,20248,20249,106,153,152,0.531574,4.450834
v5-A2-r3,103,20601,20601,20458,20473,20473,143,128,128,0.711021,4.4305
v5-A2-r3,104,20801,20801,20685,20667,20676,116,134,125,0.576579,4.450834
v5-A2-r3,105,21001,21001,20877,20837,20837,124,164,164,0.616581,4.431208
v5-A2-r3,106,21201,21201,21073,21073,21073,128,128,128,0.63671,4.396292
v5-A2-r3,107,21401,21401,21270,21270,21270,131,131,131,0.651661,4.2035
v5-A2-r3,108,21601,21600,21461,21461,21461,140,139,139,0.701615,4.359083
v5-A2-r3,109,21801,21801,21658,21658,21658,143,143,143,0.711739,4.416583
v5-A2-r3,110,22001,22001,21859,21859,21859,142,142,142,0.706789,4.366291
v5-A2-r3,111,22201,22200,22053,22053,22053,148,147,147,0.736617,4.396292
v5-A2-r3,112,22401,22401,22249,22249,22249,152,152,152,0.761195,4.39675
v5-A2-r3,113,22601,22601,22446,22446,22446,155,155,155,0.776485,4.39675
v5-A2-r3,114,22801,22801,22706,22641,22641,95,160,160,0.471633,4.366125
v5-A2-r3,115,23001,23001,22839,22839,22839,162,162,162,0.806645,4.365875
v5-A2-r3,116,23201,23201,23081,23038,23038,120,163,163,0.730907,4.412459
v5-A2-r3,117,23401,23401,23266,23283,23299,135,118,102,0.701542,4.454
v5-A2-r3,118,23601,23601,23496,23458,23458,105,143,143,0.521076,4.418583
v5-A2-r3,119,23801,23801,23653,23648,23654,148,153,147,0.781583,4.412
v5-A2-r3,120,24000,24000,23884,23873,23873,116,127,127,0.58187,4.365875
v5-A2-r3,121,24000,24000,24000,24000,24000,0,0,0,0,4.332291
