index,fact,save_ms,save_to_relay_ms,save_wait_ms
25,7023c8dc2e2aa908ed2aef622b684717aec45e472fce79089c5490e36af41f26,649.422,1437.132,635.273
26,bc03d20d339e9641a040c0c832eadf8d068222a426e54fdb2a0a7647942c2382,28.716,-10.253,0.006
27,7edc43b76ea5037016dc9566f5747283f5d657c28e007af88038d22dda9c1dcb,195.235,2081.196,188.063
28,7f1a57a1bab17656c1ccade552b9ec486ecbd4a925bb666ed03bb39f551aa74b,436.01,1836.138,421.805
29,65d3dae43b1b94bcbe771580fd595d89a3538098aae8ac49af4526cd478a950c,347.313,1763.121,335.136
30,b3a8489132a719dff65a48719e2c722ffc0629cb56371e094efd129c6ff44368,570.564,2503.105,554.403
31,746caab2011b43431a863eb4c6f4c5982120a9e52ded040ada2d6d0bc270d369,665.497,1583.19,649.171
32,b055862351dce16819ebc312d0eb551568445068f9740c55d6d38e38f94577d8,928.32,2030.059,920.127
33,3b5569d843daba953111d32974d7b40e1ec74a3536a355b5f78a545db08d02e5,799.195,701.033,784.823
34,0ca5e7e93a26360e012d9f6eda5c67cbff23b8987e19e6215181c2e7a2fd49c9,784.953,419.057,768.806
35,d6eb55a41289baba1173ed0a7804e09748a0928ca72f486cb838bfe97742ef1a,833.609,2864.954,821.603
36,90dfaf202dc490b5ff86a36c1833b68e0e6f1232c75df920c8e784ed74a6bdad,865.501,1606.067,856.541
37,09da700f09b2b91360971a354d08bd8a72779dab9f5985d2245be6bc4d1ad989,359.189,751.817,347.016
38,4494582e69fa9797a0a59c8dc7490dfee34bb2469d15a5f2311ee41a3b1956ef,849.887,766.094,840.56
39,b1787999b77cf638ece4975423fa574721665749284e9890da91c706295fbe36,512.978,2470.989,482.742
40,1f95dd587b67b47dc5847bbcb078b4c2779b6e98e9b880e4beea35b445b022be,282.528,1086.056,268.312
41,ab499d7b317004c01f0e74c1179f542d728751c432cd72c3462251f73d113c3b,946.353,2012.02,928.149
42,c4d6cc713709129498e594096fa66257c3e91fc4a52c415c8f0007d78917416a,920.525,2359.448,912.325
43,9f5589ad3f42056b6246ab47eb384921ba89491f00640af85d3afc740f0907c5,268.525,2529.051,242.405
44,091f46d39c8d940128eb12745bd50efdd9eb78cba825f8f6f483f73785e06517,125.439,990.783,108.926
45,8aa03847fe442e081aa47effb7ee4c40258e1e004311b4553ddcab7b55e82389,531.188,1965.058,512.687
46,e4f4c99666abcd337c5886374f20ef3b3ae083c8fb9ce258284b61293b0799b4,904.517,2927.09,896.33
47,2d4e5ff4e8bc4d6126f4c82b4450ac8c9d9285ad7c27c47c54718b70f8a020a0,857.376,642.05,848.529
48,bab21a94103b0c4a54284be46a52ffa2a375774b733e791fc0c6c3b107a5f16b,531.808,2542.083,507.628
49,8f58aa42a09186f1884031bf3ced0c4b76c8eb8483b572612df0f07ef1fb6fe0,873.357,1598.062,864.519
50,1347033c756cb108288cb49953c15e3bf459c30451751f1d0710c619bbebf1ea,889.82,314.089,880.39
51,d5b266fddb9931e09aaa7f1c6355cd193ac9d56e4e13c23cc79bd8d8443dc285,370.138,3353.036,358.936
52,977b21209df2c5f2669c332b0aef6d6d9594765d3cd1c32cf2f34745daa184e2,396.29,2100.013,381.929
53,7379337f4ed2efd1b5ff088f515dd1d5a0fd2efa7c780a7baa1bea5a9fd3e88b,199.572,1911.064,191.363
54,f46116dd1fd0e0dfb821bed42fbb47f55e659f78ec492bdac698e72d2173181f,897.219,3250.059,888.346
55,e2df0f7bfae9ee1eb3627afc37481ce427bb228a9f4b7323439978a97a64ddcf,881.348,2951.115,872.4
56,50e59ad8a77ff280a70d7b2b804b8385fbd094f58ff1b50afa3c31eccb65bb4e,164.452,1811.06,151.216
57,64cbdfb323d903d17c5340ebfb657c45392fbf8cb8191a037589e4c81f5a6fcf,692.647,1254.931,665.181
58,03981a93a3c9cdc794374cd0d4378cfea38f5a2be66a34eb708639a94620c116,218.616,892.753,199.378
59,6b696bbed0c571a3ff0f53545c4f1e0cac2a83019c92e20b9d8dc491715a8644,137.615,1977.011,124.329
60,dd84210b0248d89527d9cf215d31fd254b099d1f721dea7cf6dca3e27a67fa3f,841.171,2991.099,832.709
61,b27961739e51a4d4c71eba05ff18c96c3c367d8fb80d53dd178769812f7c084f,822.533,2137.056,809.603
62,99c32b06c5462e5ffd8ab054801dd34d54c45f379ab873d70c7a50288c45d519,912.558,1859.043,904.327
63,d60c8bb3ef0f1e2b0ba510adafc5de3a76bcee7e01dc8cee0f5152aa6822654f,109.146,3619.029,93.917
64,ea292544bb2a9e96c2ce665899be1ae27ca1e4dcea68ca1efc51e7866dbd35b0,40.595,2962.196,32.438
65,db20d6fe3cbb89baeeaab8862b2fa097f6a4be2db4fb4efe5b557759683d3086,71.701,2675.058,63.525
66,f3f2a6976b3e58e9da06765075cd2e095a95360e653fc5498dfd4d323374ee69,46.614,2279.795,9.364
67,e66151cb30f41e0ed3b8d22a2c147b6bd4a2b9400b8003fcf489e05878abe1ac,66.538,1564.171,47.37
68,1329c2c2ebdf0cf5e6078422ada017578f5c92f85816367061a02b127ac180ef,197.398,1658.78,182.193
69,b289f3099c0da30d5faec07a954d47c73804b22f819689f02fc9b06900db0a1d,149.441,493.132,133.35
70,de0ae0c6b2f3f00f98e20f2b97b1a2c42231beb31180255c5cdf62b5c0c3e93c,215.317,1187.029,197.082
71,c293cb681f6785dff1f91ffcfed12b5f27ae2a50fb17f64f0ac62638d6d0136d,116.628,734.371,96.43
72,6bc31cc26e05a19ecdad39048ac2482e47bc86e364def19586a2953099a8bfed,62.77,2200.123,41.575
73,4b715c8cbb0e73a81144ff55a5a7433774953d318eb8ca0bd33ab323f52f52df,163.458,1850.203,149.202
74,4c07b394f84e523ce06f0f8490eebcebe35eafc80d7d5dbc953cc131c76e54ff,96.603,1917.185,62.46
75,b6f1c614bf013c2432c7ca806a10d792ae87a38355b7cd7d207f16ac3d964bde,133.628,509.024,116.435
76,3fcc6e7374c0c900f6d299457a77e92486da99e4430bf94fa6f255278644f340,182.416,1831.189,163.226
77,ab5b4d9618cd6d7e2b0262d52269852208d62743cfbcc75c1f59caa5cf11eb11,233.3,2181.073,215.109
78,c84a875b1fb29a16705e38d06b84535563e1d35318c98c6b9fd0e6bc51a04b38,67.522,460.372,42.31
79,0f73ac7c55f94e837a262f085ec2ecdfe2f24858cbbfd3875044630993d5e01a,96.706,1397.818,74.458
80,832f202472ecf8f599ef937703c713c161e478bca47fac894108545fb2a56c66,57.409,1850.207,35.336
81,65cdcef8382a686f45a0372964cb9850ce2391360922c59c169cd617675ac520,74.694,1826.158,50.463
82,51a4efc5015a69b12fb5c5f4316b4f02716a19ce4222ed192a54d8fcce811dd9,59.475,1258.268,32.675
83,bb637cdee0cc1a13be315792b6be068c00379937a48c4fe4430bf0f2ae3ffe97,152.26,1554.144,142.143
84,64ae66fb5489f4032bc6b82d1e8b2875b72952c7c715a28e754d93eed00e3240,130.53,1175.314,118.285
85,5b4b46fb659243af6350f62ed841172595b5a496b8dd68012dfac88d0b3e99a2,118.504,1187.357,103.435
86,a19070372bb6c5ae1f94356d584b711a955b5be47996d2c6dd3674735b57612b,205.168,1379.079,187.97
87,46cfd021ad54768454cf59f9b18905221fea54eafd7a5995ec79959500bfe546,171.195,1012.265,152.011
88,b51e85b27c582072570947e4be15bb4bc9552c051b129ced1a634b141787333b,75.597,1631.113,47.96
89,e2d9e8899aba4c81b0fae212194e11b0a02bd794dd7a58eb8556039bf9254829,188.196,1665.045,170.98
90,e8fa2cf2cb455b5a54607b5111e963e295198635f503bd542c7475f074cf99d3,103.637,630.097,75.42
91,6d85e25a6fa42fb069ffb3be44a8294d33e32dcf11570eb55d295e112e72e6bc,142.519,1290.214,130.179
92,bc20c5b425134d793a5474114e2936830250adb17ae26cef351e1e6685be4521,231.282,1454.097,220.098
93,398bae33278d087f2a5ce9e01e5007bf330c0bf8f591980d1f6e88fa2809ef4c,202.47,802.788,184.26
94,dfdab1a32af128220b036b48c3c8c31003200bd9d671693068e1ab2bd18aa8d9,249.256,1582.988,204.764
95,8702d6e3151a8f859dd8f72784b51b38b5106330a9c1a8a903ea5b1898cd1547,220.355,1343.078,202.167
96,a33ee07d543978a928f7f20df34aeb3cf404091215cd8eaa45d9e9ee57727fde,254.218,1282.122,222.119
97,d2e02dd0ef4200e9e06da3ef6d7319692c08606ccf9f5cfc72d9130c8926c4dc,289.17,1369.076,253.833
98,2be46c8d24a27cc53b5bd36b0a67ccfc69c58c697fc5d33338f0daf9dab583bf,129.7,512.818,115.513
99,5d32b296fbbe51ba530e599504e10036788d75f486ef62111e26e0efb9373ea6,164.677,806.286,140.496
